Path,Format,Options,Dataset,Number of vertices,Number of edges,Density,Mean degree,Best known solution value,Best known bound,Certificate path
rossi2014/soc-karate/soc-karate.mtx,matrixmarket,,rossi2014,,,,,5,5,certificates/rossi2014/rossi2014/soc-karate/soc-karate.mtx_solution.txt
rossi2014/soc-lastfm/soc-lastfm.mtx,matrixmarket,,rossi2014,,,,,19,0,certificates/rossi2014/rossi2014/soc-lastfm/soc-lastfm.mtx_solution.txt
rossi2014/soc-livejournal/soc-livejournal.mtx,matrixmarket,,rossi2014,,,,,214,214,certificates/rossi2014/rossi2014/soc-livejournal/soc-livejournal.mtx_solution.txt
rossi2014/soc-LiveMocha/soc-LiveMocha.mtx,matrixmarket,,rossi2014,,,,,25,0,
rossi2014/soc-orkut/soc-orkut.mtx,matrixmarket,,rossi2014,,,,,68,0,certificates/rossi2014/rossi2014/soc-orkut/soc-orkut.mtx_solution.txt
rossi2014/soc-pokec/soc-pokec.mtx,matrixmarket,,rossi2014,,,,,29,29,certificates/rossi2014/rossi2014/soc-pokec/soc-pokec.mtx_solution.txt
rossi2014/soc-slashdot/soc-slashdot.mtx,matrixmarket,,rossi2014,,,,,29,0,certificates/rossi2014/rossi2014/soc-slashdot/soc-slashdot.mtx_solution.txt
rossi2014/soc-twitter-follows/soc-twitter-follows.mtx,matrixmarket,,rossi2014,,,,,6,6,certificates/rossi2014/rossi2014/soc-twitter-follows/soc-twitter-follows.mtx_solution.txt
rossi2014/soc-wiki-Vote/soc-wiki-Vote.mtx,matrixmarket,,rossi2014,,,,,7,7,certificates/rossi2014/rossi2014/soc-wiki-Vote/soc-wiki-Vote.mtx_solution.txt
rossi2014/soc-youtube-snap/soc-youtube-snap.mtx,matrixmarket,,rossi2014,,,,,22,0,
rossi2014/soc-youtube/soc-youtube.mtx,matrixmarket,,rossi2014,,,,,23,0,certificates/rossi2014/rossi2014/soc-youtube/soc-youtube.mtx_solution.txt
rossi2014/tech-as-caida2007/tech-as-caida2007.mtx,matrixmarket,,rossi2014,,,,,16,16,certificates/rossi2014/rossi2014/tech-as-caida2007/tech-as-caida2007.mtx_solution.txt
rossi2014/tech-as-skitter/tech-as-skitter.mtx,matrixmarket,,rossi2014,,,,,67,67,certificates/rossi2014/rossi2014/tech-as-skitter/tech-as-skitter.mtx_solution.txt
rossi2014/tech-internet-as/tech-internet-as.mtx,matrixmarket,,rossi2014,,,,,16,16,certificates/rossi2014/rossi2014/tech-internet-as/tech-internet-as.mtx_solution.txt
rossi2014/tech-p2p-gnutella/tech-p2p-gnutella.mtx,matrixmarket,,rossi2014,,,,,5,0,certificates/rossi2014/rossi2014/tech-p2p-gnutella/tech-p2p-gnutella.mtx_solution.txt
rossi2014/tech-RL-caida/tech-RL-caida.mtx,matrixmarket,,rossi2014,,,,,17,17,certificates/rossi2014/rossi2014/tech-RL-caida/tech-RL-caida.mtx_solution.txt
rossi2014/tech-routers-rf/tech-routers-rf.mtx,matrixmarket,,rossi2014,,,,,16,16,certificates/rossi2014/rossi2014/tech-routers-rf/tech-routers-rf.mtx_solution.txt
rossi2014/tech-WHOIS/tech-WHOIS.mtx,matrixmarket,,rossi2014,,,,,58,58,certificates/rossi2014/rossi2014/tech-WHOIS/tech-WHOIS.mtx_solution.txt
rossi2014/web-arabic-2005/web-arabic-2005.mtx,matrixmarket,,rossi2014,,,,,102,102,certificates/rossi2014/rossi2014/web-arabic-2005/web-arabic-2005.mtx_solution.txt
rossi2014/web-BerkStan/web-BerkStan.mtx,matrixmarket,,rossi2014,,,,,29,29,certificates/rossi2014/rossi2014/web-BerkStan/web-BerkStan.mtx_solution.txt
rossi2014/web-edu/web-edu.mtx,matrixmarket,,rossi2014,,,,,30,30,certificates/rossi2014/rossi2014/web-edu/web-edu.mtx_solution.txt
rossi2014/web-google/web-google.mtx,matrixmarket,,rossi2014,,,,,18,18,certificates/rossi2014/rossi2014/web-google/web-google.mtx_solution.txt
rossi2014/web-indochina-2004/web-indochina-2004.mtx,matrixmarket,,rossi2014,,,,,50,50,certificates/rossi2014/rossi2014/web-indochina-2004/web-indochina-2004.mtx_solution.txt
rossi2014/web-it-2004/web-it-2004.mtx,matrixmarket,,rossi2014,,,,,432,432,certificates/rossi2014/rossi2014/web-it-2004/web-it-2004.mtx_solution.txt
rossi2014/web-polblogs/web-polblogs.mtx,matrixmarket,,rossi2014,,,,,10,0,certificates/rossi2014/rossi2014/web-polblogs/web-polblogs.mtx_solution.txt
rossi2014/web-sk-2005/web-sk-2005.mtx,matrixmarket,,rossi2014,,,,,82,82,certificates/rossi2014/rossi2014/web-sk-2005/web-sk-2005.mtx_solution.txt
rossi2014/web-spam/web-spam.mtx,matrixmarket,,rossi2014,,,,,20,20,certificates/rossi2014/rossi2014/web-spam/web-spam.mtx_solution.txt
rossi2014/web-uk-2005/web-uk-2005.mtx,matrixmarket,,rossi2014,,,,,500,500,certificates/rossi2014/rossi2014/web-uk-2005/web-uk-2005.mtx_solution.txt
rossi2014/web-webbase-2001/web-webbase-2001.mtx,matrixmarket,,rossi2014,,,,,33,33,certificates/rossi2014/rossi2014/web-webbase-2001/web-webbase-2001.mtx_solution.txt
rossi2014/web-wikipedia2009/web-wikipedia2009.mtx,matrixmarket,,rossi2014,,,,,31,31,certificates/rossi2014/rossi2014/web-wikipedia2009/web-wikipedia2009.mtx_solution.txt
