Path,Format,Options,Dataset,Number of vertices,Number of edges,Density,Mean degree,Best known solution value,Best known bound,Certificate path
cgshop2022/rvisp7648.txt,snap,,cgshop2022_rvsip,,,,,48,0,certificates/cgshop2022_rvsip/cgshop2022/rvisp7648.txt_solution.txt
cgshop2022/rvisp8404.txt,snap,,cgshop2022_rvsip,,,,,53,0,certificates/cgshop2022_rvsip/cgshop2022/rvisp8404.txt_solution.txt
cgshop2022/rvisp8432.txt,snap,,cgshop2022_rvsip,,,,,45,0,certificates/cgshop2022_rvsip/cgshop2022/rvisp8432.txt_solution.txt
cgshop2022/rvisp9770.txt,snap,,cgshop2022_rvsip,,,,,67,0,certificates/cgshop2022_rvsip/cgshop2022/rvisp9770.txt_solution.txt
cgshop2022/rvisp10374.txt,snap,,cgshop2022_rvsip,,,,,59,0,certificates/cgshop2022_rvsip/cgshop2022/rvisp10374.txt_solution.txt
cgshop2022/rvisp11339.txt,snap,,cgshop2022_rvsip,,,,,81,0,certificates/cgshop2022_rvsip/cgshop2022/rvisp11339.txt_solution.txt
cgshop2022/rvisp12844.txt,snap,,cgshop2022_rvsip,,,,,57,0,certificates/cgshop2022_rvsip/cgshop2022/rvisp12844.txt_solution.txt
cgshop2022/rvisp14562.txt,snap,,cgshop2022_rvsip,,,,,72,0,certificates/cgshop2022_rvsip/cgshop2022/rvisp14562.txt_solution.txt
cgshop2022/rvisp15254.txt,snap,,cgshop2022_rvsip,,,,,89,0,certificates/cgshop2022_rvsip/cgshop2022/rvisp15254.txt_solution.txt
cgshop2022/rvisp15474.txt,snap,,cgshop2022_rvsip,,,,,101,0,certificates/cgshop2022_rvsip/cgshop2022/rvisp15474.txt_solution.txt
cgshop2022/rvisp20601.txt,snap,,cgshop2022_rvsip,,,,,92,0,certificates/cgshop2022_rvsip/cgshop2022/rvisp20601.txt_solution.txt
cgshop2022/rvisp22145.txt,snap,,cgshop2022_rvsip,,,,,132,0,certificates/cgshop2022_rvsip/cgshop2022/rvisp22145.txt_solution.txt
cgshop2022/rvisp24116.txt,snap,,cgshop2022_rvsip,,,,,119,0,certificates/cgshop2022_rvsip/cgshop2022/rvisp24116.txt_solution.txt
cgshop2022/rvispecn2615.txt,snap,,cgshop2022_rvispecn,,,,,40,0,certificates/cgshop2022_rvispecn/cgshop2022/rvispecn2615.txt_solution.txt
cgshop2022/rvispecn6048.txt,snap,,cgshop2022_rvispecn,,,,,79,0,certificates/cgshop2022_rvispecn/cgshop2022/rvispecn6048.txt_solution.txt
cgshop2022/rvispecn13421.txt,snap,,cgshop2022_rvispecn,,,,,183,0,certificates/cgshop2022_rvispecn/cgshop2022/rvispecn13421.txt_solution.txt
cgshop2022/rvispecn17968.txt,snap,,cgshop2022_rvispecn,,,,,206,0,certificates/cgshop2022_rvispecn/cgshop2022/rvispecn17968.txt_solution.txt
cgshop2022/sqrp7730.txt,snap,,cgshop2022_sqrp,,,,,100,0,certificates/cgshop2022_sqrp/cgshop2022/sqrp7730.txt_solution.txt
cgshop2022/sqrp9831.txt,snap,,cgshop2022_sqrp,,,,,119,0,certificates/cgshop2022_sqrp/cgshop2022/sqrp9831.txt_solution.txt
cgshop2022/sqrp10642.txt,snap,,cgshop2022_sqrp,,,,,132,0,certificates/cgshop2022_sqrp/cgshop2022/sqrp10642.txt_solution.txt
cgshop2022/sqrp12451.txt,snap,,cgshop2022_sqrp,,,,,137,0,certificates/cgshop2022_sqrp/cgshop2022/sqrp12451.txt_solution.txt
cgshop2022/sqrp15532.txt,snap,,cgshop2022_sqrp,,,,,154,0,certificates/cgshop2022_sqrp/cgshop2022/sqrp15532.txt_solution.txt
cgshop2022/sqrp18603.txt,snap,,cgshop2022_sqrp,,,,,165,0,certificates/cgshop2022_sqrp/cgshop2022/sqrp18603.txt_solution.txt
cgshop2022/sqrp20166.txt,snap,,cgshop2022_sqrp,,,,,170,0,certificates/cgshop2022_sqrp/cgshop2022/sqrp20166.txt_solution.txt
cgshop2022/sqrp20602.txt,snap,,cgshop2022_sqrp,,,,,162,0,certificates/cgshop2022_sqrp/cgshop2022/sqrp20602.txt_solution.txt
cgshop2022/sqrp23758.txt,snap,,cgshop2022_sqrp,,,,,190,0,certificates/cgshop2022_sqrp/cgshop2022/sqrp23758.txt_solution.txt
cgshop2022/sqrp26930.txt,snap,,cgshop2022_sqrp,,,,,203,0,certificates/cgshop2022_sqrp/cgshop2022/sqrp26930.txt_solution.txt
cgshop2022/sqrp28863.txt,snap,,cgshop2022_sqrp,,,,,207,0,certificates/cgshop2022_sqrp/cgshop2022/sqrp28863.txt_solution.txt
cgshop2022/sqrp30973.txt,snap,,cgshop2022_sqrp,,,,,215,0,certificates/cgshop2022_sqrp/cgshop2022/sqrp30973.txt_solution.txt
cgshop2022/sqrp32894.txt,snap,,cgshop2022_sqrp,,,,,206,0,certificates/cgshop2022_sqrp/cgshop2022/sqrp32894.txt_solution.txt
cgshop2022/sqrpecn3020.txt,snap,,cgshop2022_sqrpecn,,,,,121,0,certificates/cgshop2022_sqrpecn/cgshop2022/sqrpecn3020.txt_solution.txt
cgshop2022/sqrpecn3218.txt,snap,,cgshop2022_sqrpecn,,,,,123,0,certificates/cgshop2022_sqrpecn/cgshop2022/sqrpecn3218.txt_solution.txt
cgshop2022/sqrpecn5276.txt,snap,,cgshop2022_sqrpecn,,,,,154,0,certificates/cgshop2022_sqrpecn/cgshop2022/sqrpecn5276.txt_solution.txt
cgshop2022/sqrpecn8508.txt,snap,,cgshop2022_sqrpecn,,,,,238,0,certificates/cgshop2022_sqrpecn/cgshop2022/sqrpecn8508.txt_solution.txt
cgshop2022/sqrpecn10560.txt,snap,,cgshop2022_sqrpecn,,,,,267,0,certificates/cgshop2022_sqrpecn/cgshop2022/sqrpecn10560.txt_solution.txt
cgshop2022/sqrpecn10755.txt,snap,,cgshop2022_sqrpecn,,,,,208,0,certificates/cgshop2022_sqrpecn/cgshop2022/sqrpecn10755.txt_solution.txt
cgshop2022/sqrpecn14854.txt,snap,,cgshop2022_sqrpecn,,,,,324,0,certificates/cgshop2022_sqrpecn/cgshop2022/sqrpecn14854.txt_solution.txt
cgshop2022/sqrpecn15605.txt,snap,,cgshop2022_sqrpecn,,,,,361,0,certificates/cgshop2022_sqrpecn/cgshop2022/sqrpecn15605.txt_solution.txt
cgshop2022/sqrpecn17186.txt,snap,,cgshop2022_sqrpecn,,,,,305,0,certificates/cgshop2022_sqrpecn/cgshop2022/sqrpecn17186.txt_solution.txt
cgshop2022/sqrpecn17395.txt,snap,,cgshop2022_sqrpecn,,,,,362,0,certificates/cgshop2022_sqrpecn/cgshop2022/sqrpecn17395.txt_solution.txt
cgshop2022/sqrpecn18520.txt,snap,,cgshop2022_sqrpecn,,,,,352,0,certificates/cgshop2022_sqrpecn/cgshop2022/sqrpecn18520.txt_solution.txt
cgshop2022/sqrpecn19349.txt,snap,,cgshop2022_sqrpecn,,,,,432,0,certificates/cgshop2022_sqrpecn/cgshop2022/sqrpecn19349.txt_solution.txt
cgshop2022/sqrpecn23715.txt,snap,,cgshop2022_sqrpecn,,,,,457,0,certificates/cgshop2022_sqrpecn/cgshop2022/sqrpecn23715.txt_solution.txt
cgshop2022/sqrpecn23873.txt,snap,,cgshop2022_sqrpecn,,,,,410,0,certificates/cgshop2022_sqrpecn/cgshop2022/sqrpecn23873.txt_solution.txt
cgshop2022/sqrpecn27255.txt,snap,,cgshop2022_sqrpecn,,,,,387,0,certificates/cgshop2022_sqrpecn/cgshop2022/sqrpecn27255.txt_solution.txt
cgshop2022/sqrpecn29223.txt,snap,,cgshop2022_sqrpecn,,,,,433,0,certificates/cgshop2022_sqrpecn/cgshop2022/sqrpecn29223.txt_solution.txt
cgshop2022/sqrpecn30017.txt,snap,,cgshop2022_sqrpecn,,,,,386,0,certificates/cgshop2022_sqrpecn/cgshop2022/sqrpecn30017.txt_solution.txt
cgshop2022/sqrpecn30957.txt,snap,,cgshop2022_sqrpecn,,,,,416,0,certificates/cgshop2022_sqrpecn/cgshop2022/sqrpecn30957.txt_solution.txt
cgshop2022/sqrpecn31026.txt,snap,,cgshop2022_sqrpecn,,,,,432,0,certificates/cgshop2022_sqrpecn/cgshop2022/sqrpecn31026.txt_solution.txt
cgshop2022/sqrpecn32073.txt,snap,,cgshop2022_sqrpecn,,,,,487,0,certificates/cgshop2022_sqrpecn/cgshop2022/sqrpecn32073.txt_solution.txt
cgshop2022/visp26405.txt,snap,,cgshop2022_visp,,,,,90,0,certificates/cgshop2022_visp/cgshop2022/visp26405.txt_solution.txt
cgshop2022/visp27975.txt,snap,,cgshop2022_visp,,,,,54,0,certificates/cgshop2022_visp/cgshop2022/visp27975.txt_solution.txt
cgshop2022/visp29489.txt,snap,,cgshop2022_visp,,,,,120,0,certificates/cgshop2022_visp/cgshop2022/visp29489.txt_solution.txt
cgshop2022/visp31334.txt,snap,,cgshop2022_visp,,,,,92,0,certificates/cgshop2022_visp/cgshop2022/visp31334.txt_solution.txt
cgshop2022/visp32354.txt,snap,,cgshop2022_visp,,,,,93,0,certificates/cgshop2022_visp/cgshop2022/visp32354.txt_solution.txt
cgshop2022/vispecn2518.txt,snap,,cgshop2022_vispecn,,,,,63,0,certificates/cgshop2022_vispecn/cgshop2022/vispecn2518.txt_solution.txt
cgshop2022/vispecn5478.txt,snap,,cgshop2022_vispecn,,,,,125,0,certificates/cgshop2022_vispecn/cgshop2022/vispecn5478.txt_solution.txt
cgshop2022/vispecn7028.txt,snap,,cgshop2022_vispecn,,,,,137,0,certificates/cgshop2022_vispecn/cgshop2022/vispecn7028.txt_solution.txt
cgshop2022/vispecn10178.txt,snap,,cgshop2022_vispecn,,,,,128,0,certificates/cgshop2022_vispecn/cgshop2022/vispecn10178.txt_solution.txt
cgshop2022/vispecn11917.txt,snap,,cgshop2022_vispecn,,,,,157,0,certificates/cgshop2022_vispecn/cgshop2022/vispecn11917.txt_solution.txt
cgshop2022/vispecn13806.txt,snap,,cgshop2022_vispecn,,,,,259,0,certificates/cgshop2022_vispecn/cgshop2022/vispecn13806.txt_solution.txt
cgshop2022/vispecn15912.txt,snap,,cgshop2022_vispecn,,,,,220,0,certificates/cgshop2022_vispecn/cgshop2022/vispecn15912.txt_solution.txt
cgshop2022/vispecn16227.txt,snap,,cgshop2022_vispecn,,,,,297,0,certificates/cgshop2022_vispecn/cgshop2022/vispecn16227.txt_solution.txt
cgshop2022/vispecn17665.txt,snap,,cgshop2022_vispecn,,,,,308,0,certificates/cgshop2022_vispecn/cgshop2022/vispecn17665.txt_solution.txt
cgshop2022/vispecn19370.txt,snap,,cgshop2022_vispecn,,,,,231,0,certificates/cgshop2022_vispecn/cgshop2022/vispecn19370.txt_solution.txt
cgshop2022/vispecn20413.txt,snap,,cgshop2022_vispecn,,,,,349,0,certificates/cgshop2022_vispecn/cgshop2022/vispecn20413.txt_solution.txt
cgshop2022/vispecn25263.txt,snap,,cgshop2022_vispecn,,,,,187,0,certificates/cgshop2022_vispecn/cgshop2022/vispecn25263.txt_solution.txt
cgshop2022/vispecn26025.txt,snap,,cgshop2022_vispecn,,,,,236,0,certificates/cgshop2022_vispecn/cgshop2022/vispecn26025.txt_solution.txt
cgshop2022/vispecn26166.txt,snap,,cgshop2022_vispecn,,,,,326,0,certificates/cgshop2022_vispecn/cgshop2022/vispecn26166.txt_solution.txt
cgshop2022/vispecn26914.txt,snap,,cgshop2022_vispecn,,,,,216,0,certificates/cgshop2022_vispecn/cgshop2022/vispecn26914.txt_solution.txt
cgshop2022/vispecn27222.txt,snap,,cgshop2022_vispecn,,,,,213,0,certificates/cgshop2022_vispecn/cgshop2022/vispecn27222.txt_solution.txt
cgshop2022/vispecn27480.txt,snap,,cgshop2022_vispecn,,,,,183,0,certificates/cgshop2022_vispecn/cgshop2022/vispecn27480.txt_solution.txt
cgshop2022/vispecn27572.txt,snap,,cgshop2022_vispecn,,,,,357,0,certificates/cgshop2022_vispecn/cgshop2022/vispecn27572.txt_solution.txt
cgshop2022/vispecn28567.txt,snap,,cgshop2022_vispecn,,,,,306,0,certificates/cgshop2022_vispecn/cgshop2022/vispecn28567.txt_solution.txt
cgshop2022/vispecn31031.txt,snap,,cgshop2022_vispecn,,,,,267,0,certificates/cgshop2022_vispecn/cgshop2022/vispecn31031.txt_solution.txt
