Path,Format,Options,Dataset,Number of vertices,Number of edges,Density,Mean degree,Best known solution value,Best known bound,Certificate path
dimacs1992/mug88_25.col,dimacs,--remove-duplicate-edges,dimacs1992,88,146,0.038,2,4,4,certificates/dimacs1992/dimacs1992/mug88_25.col_solution.txt
dimacs1992/mulsol.i.1.col,dimacs,--remove-duplicate-edges,dimacs1992,197,3925,0.203,20,49,49,certificates/dimacs1992/dimacs1992/mulsol.i.1.col_solution.txt
dimacs1992/mulsol.i.2.col,dimacs,--remove-duplicate-edges,dimacs1992,188,3885,0.221,21,31,31,certificates/dimacs1992/dimacs1992/mulsol.i.2.col_solution.txt
dimacs1992/mulsol.i.3.col,dimacs,--remove-duplicate-edges,dimacs1992,184,3916,0.233,21,31,31,certificates/dimacs1992/dimacs1992/mulsol.i.3.col_solution.txt
dimacs1992/mulsol.i.4.col,dimacs,--remove-duplicate-edges,dimacs1992,185,3946,0.232,21,31,31,certificates/dimacs1992/dimacs1992/mulsol.i.4.col_solution.txt
dimacs1992/mulsol.i.5.col,dimacs,--remove-duplicate-edges,dimacs1992,186,3973,0.231,21,31,31,certificates/dimacs1992/dimacs1992/mulsol.i.5.col_solution.txt
dimacs1992/myciel3.col,dimacs,--remove-duplicate-edges,dimacs1992,11,20,0.364,2,4,4,certificates/dimacs1992/dimacs1992/myciel3.col_solution.txt
dimacs1992/myciel4.col,dimacs,--remove-duplicate-edges,dimacs1992,23,71,0.281,3,5,5,certificates/dimacs1992/dimacs1992/myciel4.col_solution.txt
dimacs1992/myciel5.col,dimacs,--remove-duplicate-edges,dimacs1992,47,236,0.218,5,6,6,certificates/dimacs1992/dimacs1992/myciel5.col_solution.txt
dimacs1992/qg.order30.col,dimacs,--remove-duplicate-edges,dimacs1992,900,26100,0.065,29,30,30,certificates/dimacs1992/dimacs1992/qg.order30.col_solution.txt
dimacs1992/queen5_5.col,dimacs,--remove-duplicate-edges,dimacs1992,25,160,0.533,6,5,5,certificates/dimacs1992/dimacs1992/queen5_5.col_solution.txt
dimacs1992/queen6_6.col,dimacs,--remove-duplicate-edges,dimacs1992,36,290,0.46,8,7,7,certificates/dimacs1992/dimacs1992/queen6_6.col_solution.txt
dimacs1992/queen7_7.col,dimacs,--remove-duplicate-edges,dimacs1992,49,476,0.405,10,7,7,certificates/dimacs1992/dimacs1992/queen7_7.col_solution.txt
dimacs1992/queen8_12.col,dimacs,--remove-duplicate-edges,dimacs1992,96,1368,0.3,14,12,12,certificates/dimacs1992/dimacs1992/queen8_12.col_solution.txt
dimacs1992/queen8_8.col,dimacs,--remove-duplicate-edges,dimacs1992,64,728,0.361,11,9,9,certificates/dimacs1992/dimacs1992/queen8_8.col_solution.txt
dimacs1992/queen9_9.col,dimacs,--remove-duplicate-edges,dimacs1992,81,1056,0.326,13,10,10,certificates/dimacs1992/dimacs1992/queen9_9.col_solution.txt
dimacs1992/r1000.1.col,dimacs,--remove-duplicate-edges,dimacs1992,1000,14378,0.029,14,20,20,certificates/dimacs1992/dimacs1992/r1000.1.col_solution.txt
dimacs1992/r125.1.col,dimacs,--remove-duplicate-edges,dimacs1992,125,209,0.027,2,5,5,certificates/dimacs1992/dimacs1992/r125.1.col_solution.txt
dimacs1992/r125.1c.col,dimacs,--remove-duplicate-edges,dimacs1992,125,7501,0.968,60,46,46,certificates/dimacs1992/dimacs1992/r125.1c.col_solution.txt
dimacs1992/r125.5.col,dimacs,--remove-duplicate-edges,dimacs1992,125,3838,0.495,31,36,36,certificates/dimacs1992/dimacs1992/r125.5.col_solution.txt
dimacs1992/r250.1.col,dimacs,--remove-duplicate-edges,dimacs1992,250,867,0.028,3,8,8,certificates/dimacs1992/dimacs1992/r250.1.col_solution.txt
dimacs1992/r250.1c.col,dimacs,--remove-duplicate-edges,dimacs1992,250,30227,0.971,121,64,64,certificates/dimacs1992/dimacs1992/r250.1c.col_solution.txt
dimacs1992/school1.col,dimacs,--remove-duplicate-edges,dimacs1992,385,19095,0.258,50,14,14,certificates/dimacs1992/dimacs1992/school1.col_solution.txt
dimacs1992/will199GPIA.col,dimacs,--remove-duplicate-edges,dimacs1992,701,6772,0.028,10,7,7,certificates/dimacs1992/dimacs1992/will199GPIA.col_solution.txt
dimacs1992/zeroin.i.1.col,dimacs,--remove-duplicate-edges,dimacs1992,211,4100,0.185,19,49,49,certificates/dimacs1992/dimacs1992/zeroin.i.1.col_solution.txt
dimacs1992/zeroin.i.2.col,dimacs,--remove-duplicate-edges,dimacs1992,211,3541,0.16,17,30,30,certificates/dimacs1992/dimacs1992/zeroin.i.2.col_solution.txt
dimacs1992/zeroin.i.3.col,dimacs,--remove-duplicate-edges,dimacs1992,206,3540,0.168,17,30,30,certificates/dimacs1992/dimacs1992/zeroin.i.3.col_solution.txt
dimacs1992/1-FullIns_4.col,dimacs,--remove-duplicate-edges,dimacs1992,93,593,0.139,6,5,5,certificates/dimacs1992/dimacs1992/1-FullIns_4.col_solution.txt
dimacs1992/2-FullIns_4.col,dimacs,--remove-duplicate-edges,dimacs1992,212,1621,0.072,8,6,6,certificates/dimacs1992/dimacs1992/2-FullIns_4.col_solution.txt
dimacs1992/3-FullIns_3.col,dimacs,--remove-duplicate-edges,dimacs1992,80,346,0.109,4,6,6,certificates/dimacs1992/dimacs1992/3-FullIns_3.col_solution.txt
dimacs1992/4-FullIns_3.col,dimacs,--remove-duplicate-edges,dimacs1992,114,541,0.084,5,7,7,certificates/dimacs1992/dimacs1992/4-FullIns_3.col_solution.txt
dimacs1992/5-FullIns_3.col,dimacs,--remove-duplicate-edges,dimacs1992,154,792,0.067,5,8,8,certificates/dimacs1992/dimacs1992/5-FullIns_3.col_solution.txt
dimacs1992/4-Insertions_3.col,dimacs,--remove-duplicate-edges,dimacs1992,79,156,0.051,2,4,4,certificates/dimacs1992/dimacs1992/4-Insertions_3.col_solution.txt
dimacs1992/ash608GPIA.col,dimacs,--remove-duplicate-edges,dimacs1992,1216,7844,0.011,6,4,4,certificates/dimacs1992/dimacs1992/ash608GPIA.col_solution.txt
dimacs1992/ash958GPIA.col,dimacs,--remove-duplicate-edges,dimacs1992,1916,12506,0.007,7,4,4,certificates/dimacs1992/dimacs1992/ash958GPIA.col_solution.txt
dimacs1992/le450_15a.col,dimacs,--remove-duplicate-edges,dimacs1992,450,8168,0.081,18,15,15,certificates/dimacs1992/dimacs1992/le450_15a.col_solution.txt
dimacs1992/mug100_1.col,dimacs,--remove-duplicate-edges,dimacs1992,100,166,0.034,2,4,4,certificates/dimacs1992/dimacs1992/mug100_1.col_solution.txt
dimacs1992/mug100_25.col,dimacs,--remove-duplicate-edges,dimacs1992,100,166,0.034,2,4,4,certificates/dimacs1992/dimacs1992/mug100_25.col_solution.txt
dimacs1992/qg.order40.col,dimacs,--remove-duplicate-edges,dimacs1992,1600,62400,0.049,39,40,40,certificates/dimacs1992/dimacs1992/qg.order40.col_solution.txt
dimacs1992/wap05a.col,dimacs,--remove-duplicate-edges,dimacs1992,905,43081,0.105,48,50,50,certificates/dimacs1992/dimacs1992/wap05a.col_solution.txt
dimacs1992/myciel6.col,dimacs,--remove-duplicate-edges,dimacs1992,95,755,0.169,8,7,7,certificates/dimacs1992/dimacs1992/myciel6.col_solution.txt
dimacs1992/school1_nsh.col,dimacs,--remove-duplicate-edges,dimacs1992,352,14612,0.237,42,14,14,certificates/dimacs1992/dimacs1992/school1_nsh.col_solution.txt
dimacs1992/flat300_28_0.col,dimacs,--remove-duplicate-edges,dimacs1992,300,21695,0.484,72,28,28,
dimacs1992/r1000.5.col,dimacs,--remove-duplicate-edges,dimacs1992,1000,238267,0.477,238,234,234,certificates/dimacs1992/dimacs1992/r1000.5.col_solution.txt
dimacs1992/r250.5.col,dimacs,--remove-duplicate-edges,dimacs1992,250,14849,0.477,59,65,65,certificates/dimacs1992/dimacs1992/r250.5.col_solution.txt
dimacs1992/DSJR500.5.col,dimacs,--remove-duplicate-edges,dimacs1992,500,58862,0.472,118,122,122,certificates/dimacs1992/dimacs1992/DSJR500.5.col_solution.txt
dimacs1992/DSJR500.1c.col,dimacs,--remove-duplicate-edges,dimacs1992,500,121275,0.972,243,85,85,certificates/dimacs1992/dimacs1992/DSJR500.1c.col_solution.txt
dimacs1992/DSJC125.5.col,dimacs,--remove-duplicate-edges,dimacs1992,125,3891,0.502,31,17,17,certificates/dimacs1992/dimacs1992/DSJC125.5.col_solution.txt
dimacs1992/DSJC125.9.col,dimacs,--remove-duplicate-edges,dimacs1992,125,6961,0.898,56,44,44,certificates/dimacs1992/dimacs1992/DSJC125.9.col_solution.txt
dimacs1992/DSJC250.9.col,dimacs,--remove-duplicate-edges,dimacs1992,250,27897,0.896,112,72,72,certificates/dimacs1992/dimacs1992/DSJC250.9.col_solution.txt
dimacs1992/queen10_10.col,dimacs,--remove-duplicate-edges,dimacs1992,100,2940,0.594,29,11,11,certificates/dimacs1992/dimacs1992/queen10_10.col_solution.txt
dimacs1992/queen11_11.col,dimacs,--remove-duplicate-edges,dimacs1992,121,3960,0.545,33,11,11,
dimacs1992/queen12_12.col,dimacs,--remove-duplicate-edges,dimacs1992,144,5192,0.504,36,12,12,
dimacs1992/queen13_13.col,dimacs,--remove-duplicate-edges,dimacs1992,169,6656,0.469,39,13,13,
dimacs1992/queen14_14.col,dimacs,--remove-duplicate-edges,dimacs1992,196,4186,0.219,21,14,14,
dimacs1992/queen15_15.col,dimacs,--remove-duplicate-edges,dimacs1992,225,5180,0.206,23,15,15,
dimacs1992/le450_5a.col,dimacs,--remove-duplicate-edges,dimacs1992,450,5714,0.057,13,5,5,certificates/dimacs1992/dimacs1992/le450_5a.col_solution.txt
dimacs1992/le450_5b.col,dimacs,--remove-duplicate-edges,dimacs1992,450,5734,0.057,13,5,5,certificates/dimacs1992/dimacs1992/le450_5b.col_solution.txt
dimacs1992/le450_15b.col,dimacs,--remove-duplicate-edges,dimacs1992,450,8169,0.081,18,15,15,certificates/dimacs1992/dimacs1992/le450_15b.col_solution.txt
dimacs1992/le450_15c.col,dimacs,--remove-duplicate-edges,dimacs1992,450,16680,0.165,37,15,15,certificates/dimacs1992/dimacs1992/le450_15c.col_solution.txt
dimacs1992/le450_15d.col,dimacs,--remove-duplicate-edges,dimacs1992,450,16750,0.166,37,15,15,certificates/dimacs1992/dimacs1992/le450_15d.col_solution.txt
dimacs1992/le450_25c.col,dimacs,--remove-duplicate-edges,dimacs1992,450,17343,0.172,39,25,25,
dimacs1992/le450_25d.col,dimacs,--remove-duplicate-edges,dimacs1992,450,17425,0.172,39,25,25,
dimacs1992/myciel7.col,dimacs,--remove-duplicate-edges,dimacs1992,191,2360,0.13,12,8,5,certificates/dimacs1992/dimacs1992/myciel7.col_solution.txt
dimacs1992/1-FullIns_5.col,dimacs,--remove-duplicate-edges,dimacs1992,282,3247,0.082,12,6,4,certificates/dimacs1992/dimacs1992/1-FullIns_5.col_solution.txt
dimacs1992/2-FullIns_4.col,dimacs,--remove-duplicate-edges,dimacs1992,212,1621,0.072,8,6,5,certificates/dimacs1992/dimacs1992/2-FullIns_4.col_solution.txt
dimacs1992/2-FullIns_5.col,dimacs,--remove-duplicate-edges,dimacs1992,852,12201,0.034,14,7,5,certificates/dimacs1992/dimacs1992/2-FullIns_5.col_solution.txt
dimacs1992/3-FullIns_4.col,dimacs,--remove-duplicate-edges,dimacs1992,405,3524,0.043,9,7,6,certificates/dimacs1992/dimacs1992/3-FullIns_4.col_solution.txt
dimacs1992/4-FullIns_4.col,dimacs,--remove-duplicate-edges,dimacs1992,690,6650,0.028,10,8,7,certificates/dimacs1992/dimacs1992/4-FullIns_4.col_solution.txt
dimacs1992/5-FullIns_4.col,dimacs,--remove-duplicate-edges,dimacs1992,1085,11395,0.019,11,9,8,certificates/dimacs1992/dimacs1992/5-FullIns_4.col_solution.txt
dimacs1992/1-Insertions_5.col,dimacs,--remove-duplicate-edges,dimacs1992,202,1227,0.06,6,6,4,certificates/dimacs1992/dimacs1992/1-Insertions_5.col_solution.txt
dimacs1992/1-Insertions_6.col,dimacs,--remove-duplicate-edges,dimacs1992,607,6337,0.034,10,7,3,certificates/dimacs1992/dimacs1992/1-Insertions_6.col_solution.txt
dimacs1992/2-Insertions_4.col,dimacs,--remove-duplicate-edges,dimacs1992,149,541,0.049,4,5,3,certificates/dimacs1992/dimacs1992/2-Insertions_4.col_solution.txt
dimacs1992/2-Insertions_5.col,dimacs,--remove-duplicate-edges,dimacs1992,597,3936,0.022,7,6,3,certificates/dimacs1992/dimacs1992/2-Insertions_5.col_solution.txt
dimacs1992/3-Insertions_4.col,dimacs,--remove-duplicate-edges,dimacs1992,281,1046,0.027,4,5,3,certificates/dimacs1992/dimacs1992/3-Insertions_4.col_solution.txt
dimacs1992/3-Insertions_5.col,dimacs,--remove-duplicate-edges,dimacs1992,1406,9695,0.01,7,6,3,certificates/dimacs1992/dimacs1992/3-Insertions_5.col_solution.txt
dimacs1992/4-Insertions_3.col,dimacs,--remove-duplicate-edges,dimacs1992,79,156,0.051,2,4,3,certificates/dimacs1992/dimacs1992/4-Insertions_3.col_solution.txt
dimacs1992/4-Insertions_4.col,dimacs,--remove-duplicate-edges,dimacs1992,475,1795,0.016,4,5,3,certificates/dimacs1992/dimacs1992/4-Insertions_4.col_solution.txt
dimacs1992/qg.order60.col,dimacs,--remove-duplicate-edges,dimacs1992,3600,212400,0.033,59,60,60,certificates/dimacs1992/dimacs1992/qg.order60.col_solution.txt
dimacs1992/qg.order100.col,dimacs,--remove-duplicate-edges,dimacs1992,10000,990000,0.02,99,100,100,certificates/dimacs1992/dimacs1992/qg.order100.col_solution.txt
dimacs1992/DSJC250.1.col,dimacs,--remove-duplicate-edges,dimacs1992,250,3218,0.103,13,8,6,certificates/dimacs1992/dimacs1992/DSJC250.1.col_solution.txt
dimacs1992/DSJC250.5.col,dimacs,--remove-duplicate-edges,dimacs1992,250,15668,0.503,63,28,26,
dimacs1992/DSJC500.1.col,dimacs,--remove-duplicate-edges,dimacs1992,500,12458,0.1,25,12,9,
dimacs1992/DSJC500.5.col,dimacs,--remove-duplicate-edges,dimacs1992,500,62624,0.502,125,47,43,
dimacs1992/DSJC500.9.col,dimacs,--remove-duplicate-edges,dimacs1992,500,112437,0.901,225,126,123,
dimacs1992/DSJC1000.1.col,dimacs,--remove-duplicate-edges,dimacs1992,1000,49629,0.099,50,20,10,
dimacs1992/DSJC1000.5.col,dimacs,--remove-duplicate-edges,dimacs1992,1000,249826,0.5,250,82,73,
dimacs1992/DSJC1000.9.col,dimacs,--remove-duplicate-edges,dimacs1992,1000,449449,0.9,449,222,216,
dimacs1992/flat1000_50_0.col,dimacs,--remove-duplicate-edges,dimacs1992,1000,245000,0.49,245,50,15,certificates/dimacs1992/dimacs1992/flat1000_50_0.col_solution.txt
dimacs1992/flat1000_60_0.col,dimacs,--remove-duplicate-edges,dimacs1992,1000,245830,0.492,246,60,14,
dimacs1992/flat1000_76_0.col,dimacs,--remove-duplicate-edges,dimacs1992,1000,246708,0.494,247,81,14,
dimacs1992/r1000.1c.col,dimacs,--remove-duplicate-edges,dimacs1992,1000,485090,0.971,485,98,96,
dimacs1992/abb313GPIA.col,dimacs,--remove-duplicate-edges,dimacs1992,1557,53356,0.044,34,9,8,certificates/dimacs1992/dimacs1992/abb313GPIA.col_solution.txt
dimacs1992/latin_square_10.col,dimacs,--remove-duplicate-edges,dimacs1992,900,307350,0.76,342,97,90,
dimacs1992/wap01a.col,dimacs,--remove-duplicate-edges,dimacs1992,2368,110871,0.04,47,41,41,certificates/dimacs1992/dimacs1992/wap01a.col_solution.txt
dimacs1992/wap02a.col,dimacs,--remove-duplicate-edges,dimacs1992,2464,111742,0.037,45,40,40,certificates/dimacs1992/dimacs1992/wap02a.col_solution.txt
dimacs1992/wap03a.col,dimacs,--remove-duplicate-edges,dimacs1992,4730,286722,0.026,61,43,40,certificates/dimacs1992/dimacs1992/wap03a.col_solution.txt
dimacs1992/wap04a.col,dimacs,--remove-duplicate-edges,dimacs1992,5231,294902,0.022,56,42,40,certificates/dimacs1992/dimacs1992/wap04a.col_solution.txt
dimacs1992/wap06a.col,dimacs,--remove-duplicate-edges,dimacs1992,947,43571,0.097,46,40,40,certificates/dimacs1992/dimacs1992/wap06a.col_solution.txt
dimacs1992/wap07a.col,dimacs,--remove-duplicate-edges,dimacs1992,1809,103368,0.063,57,41,40,certificates/dimacs1992/dimacs1992/wap07a.col_solution.txt
dimacs1992/wap08a.col,dimacs,--remove-duplicate-edges,dimacs1992,1870,104176,0.06,56,41,40,certificates/dimacs1992/dimacs1992/wap08a.col_solution.txt
dimacs1992/C2000.5.col,dimacs,--remove-duplicate-edges,dimacs1992,2000,999836,0.5,500,145,99,
dimacs1992/C4000.5.col,dimacs,--remove-duplicate-edges,dimacs1992,4000,4000268,0.5,1000,259,107,
